employee_id,sector,Gender,Age,role,Hire_Date,Years_At_Company,Education_Level,quality_score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,development_score,Promotions,Employee_Satisfaction_Score,Resigned,date,output_score,performance_status,performance_drivers,employee_explanation,strengths
33685,Finance,Male,31,Analyst,2022-03-15 08:03:05.556036,2,Bachelor,4,5600.0,33,49,12,14,75,19,62,1,3.43,False,2024-12-31,76.92307692307692,Needs Improvement,['High number of sick days affecting consistency'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['High number of sick days affecting consistency'], 'recommended_actions': ['Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Good productivity level', 'Strong quality of work']}","['Good productivity level', 'Strong quality of work']"
58754,Operations,Female,47,Analyst,2015-01-01 08:03:05.556036,9,Master,2,4800.0,51,4,4,11,100,16,18,0,3.43,False,2024-12-31,4.620716211012707,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
27023,Marketing,Female,40,Engineer,2023-06-29 08:03:05.556036,1,Bachelor,5,9000.0,41,33,9,5,100,1,46,2,1.97,False,2024-12-31,44.40457501681991,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
36906,Marketing,Male,31,Engineer,2017-07-25 08:03:05.556036,7,Bachelor,4,8400.0,50,37,15,2,75,14,3,0,3.13,False,2024-12-31,39.39662821650399,Needs Improvement,"['Lower productivity relative to workload', 'Limited recent training or development activity']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Limited recent training or development activity'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Consider completing relevant training to strengthen skills and performance.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
271,Sales,Male,39,Specialist,2021-02-05 08:03:05.556036,3,Bachelor,3,5850.0,39,40,22,6,0,8,19,0,1.52,False,2024-12-31,48.9795918367347,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
8867,Legal,Female,23,Developer,2015-10-01 08:03:05.556036,8,Bachelor,5,7500.0,42,39,14,12,0,8,48,2,4.88,False,2024-12-31,48.729695960016656,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
15007,IT,Female,33,Manager,2019-03-07 08:03:05.556036,5,Bachelor,2,7200.0,45,38,8,6,75,5,41,0,1.52,False,2024-12-31,47.480216576426486,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
4689,HR,Female,23,Technician,2018-04-11 08:03:05.556036,6,Bachelor,2,4200.0,59,42,18,11,50,18,17,0,4.17,False,2024-12-31,37.81512605042017,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
81996,IT,Male,47,Manager,2020-04-26 08:03:05.556036,4,PhD,3,7800.0,54,37,17,5,100,15,86,2,1.77,False,2024-12-31,36.24489795918367,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
84373,Finance,Male,24,Consultant,2018-01-05 08:03:05.556036,6,High School,1,6050.0,58,13,20,13,100,14,58,2,2.63,False,2024-12-31,11.704681872749099,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
2515,Marketing,Male,33,Technician,2018-10-13 08:03:05.556036,5,Bachelor,4,4900.0,32,12,28,13,0,10,48,1,4.79,True,2024-12-31,15.971606033717833,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
36400,Operations,Female,41,Engineer,2014-10-27 08:03:05.556036,9,Master,1,6600.0,57,26,9,0,0,8,52,0,1.75,False,2024-12-31,25.883524141363864,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
38869,Legal,Male,25,Analyst,2016-07-11 08:03:05.556036,8,Bachelor,2,4800.0,46,0,21,11,50,19,68,2,4.31,False,2024-12-31,0.0,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
58245,Engineering,Male,48,Consultant,2020-06-13 08:03:05.556036,4,High School,2,6600.0,42,17,3,5,75,16,17,2,1.58,False,2024-12-31,23.926812104152006,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
30410,IT,Male,37,Consultant,2023-04-28 08:03:05.556036,1,Bachelor,4,7700.0,42,38,6,4,75,9,28,1,4.33,False,2024-12-31,51.70068027210884,On Track,['No major performance risk factors identified'],"{'status': 'On Track', 'summary': ""Your performance for the selected period is classified as 'On Track'."", 'drivers': ['No major performance risk factors identified'], 'recommended_actions': ['Maintain current working practices and continue consistent performance.'], 'strengths': ['Good productivity level', 'Strong quality of work', 'Good attendance consistency']}","['Good productivity level', 'Strong quality of work', 'Good attendance consistency']"
54795,Sales,Female,30,Analyst,2018-01-14 08:03:05.556036,6,High School,5,6000.0,39,14,5,5,100,14,32,1,4.55,False,2024-12-31,20.65404475043029,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
19264,Marketing,Male,46,Specialist,2016-03-09 08:03:05.556036,8,Bachelor,4,6300.0,58,16,18,12,50,17,43,0,4.85,False,2024-12-31,14.620773682607371,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
83910,Operations,Female,40,Consultant,2016-09-01 08:03:05.556036,8,High School,1,6050.0,32,18,28,11,100,6,81,2,3.44,False,2024-12-31,23.957409050576754,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
26974,IT,Male,23,Analyst,2020-06-24 08:03:05.556036,4,PhD,5,6000.0,57,40,12,4,50,4,97,1,3.8,False,2024-12-31,38.87269193391642,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
7130,Finance,Male,31,Analyst,2016-01-18 08:03:05.556036,8,Master,5,6000.0,33,20,29,7,100,7,90,0,1.73,False,2024-12-31,25.778732545649838,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
7145,Finance,Female,22,Technician,2014-12-10 08:03:05.556036,9,Master,1,3850.0,38,6,6,13,50,3,0,1,1.42,False,2024-12-31,8.95968143354903,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency', 'Limited recent training or development activity']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency', 'Limited recent training or development activity'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.', 'Consider completing relevant training to strengthen skills and performance.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
45466,Legal,Female,31,Analyst,2020-05-13 08:03:05.556036,4,Bachelor,3,5200.0,46,39,22,10,25,18,67,2,1.24,True,2024-12-31,41.890440386680986,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
1967,Legal,Male,55,Engineer,2019-07-25 08:03:05.556036,5,Bachelor,1,6600.0,56,19,20,13,100,18,52,2,2.67,False,2024-12-31,17.625231910946198,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
15153,Finance,Female,24,Engineer,2019-08-21 08:03:05.556036,5,High School,4,8400.0,36,36,0,14,0,11,83,0,2.18,True,2024-12-31,61.224489795918366,Needs Improvement,['High number of sick days affecting consistency'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['High number of sick days affecting consistency'], 'recommended_actions': ['Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Good productivity level', 'Strong quality of work']}","['Good productivity level', 'Strong quality of work']"
19114,HR,Other,33,Manager,2021-09-05 08:03:05.556036,3,High School,2,7200.0,55,15,5,0,50,18,23,2,3.09,False,2024-12-31,15.971606033717833,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
76207,Engineering,Male,25,Manager,2023-01-28 08:03:05.556036,1,Bachelor,3,7800.0,49,0,28,11,100,10,10,2,1.96,False,2024-12-31,0.0,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
32142,Sales,Other,60,Consultant,2022-05-17 08:03:05.556036,2,Bachelor,5,8250.0,51,22,6,13,100,15,16,0,3.22,True,2024-12-31,24.94331065759637,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
21935,HR,Female,36,Technician,2015-11-30 08:03:05.556036,8,High School,2,4200.0,49,30,27,1,100,4,94,0,1.73,False,2024-12-31,29.387755102040813,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
40360,Engineering,Male,25,Developer,2017-05-15 08:03:05.556036,7,Bachelor,1,5500.0,45,29,1,9,25,4,32,0,4.14,False,2024-12-31,39.02220228750841,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
53842,Marketing,Other,54,Specialist,2020-12-26 08:03:05.556036,3,Bachelor,4,6300.0,40,30,10,12,0,4,21,1,1.92,False,2024-12-31,40.816326530612244,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
9163,HR,Male,42,Manager,2018-04-16 08:03:05.556036,6,PhD,1,6600.0,49,45,16,6,75,5,5,0,3.74,False,2024-12-31,48.33512352309345,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
87844,Customer Support,Male,29,Specialist,2015-07-31 08:03:05.556036,9,Bachelor,1,4950.0,49,26,18,9,25,10,13,2,3.9,False,2024-12-31,27.44546094299789,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
37630,Sales,Male,45,Manager,2018-03-26 08:03:05.556036,6,Bachelor,4,8400.0,46,0,12,9,100,16,77,0,2.14,False,2024-12-31,0.0,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
83305,Finance,Female,31,Analyst,2022-05-31 08:03:05.556036,2,High School,4,5600.0,55,12,18,8,25,12,83,2,1.97,False,2024-12-31,11.479591836734693,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
66270,Finance,Female,42,Analyst,2019-12-27 08:03:05.556036,4,Bachelor,5,6000.0,30,12,23,2,50,11,24,2,2.3,False,2024-12-31,17.703466928940248,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
34654,Customer Support,Male,24,Technician,2016-12-25 08:03:05.556036,7,Master,4,4900.0,45,38,26,14,0,4,47,0,1.22,False,2024-12-31,40.11259676284307,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
41963,Marketing,Female,46,Manager,2017-11-17 08:03:05.556036,6,Bachelor,3,7800.0,47,10,15,9,0,9,21,1,3.35,False,2024-12-31,11.233851338700617,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
39591,Marketing,Female,59,Specialist,2024-07-07 08:03:05.556036,0,Bachelor,3,5850.0,38,47,18,2,25,17,48,0,3.88,False,2024-12-31,61.224489795918366,On Track,['No major performance risk factors identified'],"{'status': 'On Track', 'summary': ""Your performance for the selected period is classified as 'On Track'."", 'drivers': ['No major performance risk factors identified'], 'recommended_actions': ['Maintain current working practices and continue consistent performance.'], 'strengths': ['Good productivity level', 'Good attendance consistency']}","['Good productivity level', 'Good attendance consistency']"
81036,Marketing,Female,56,Engineer,2018-05-01 08:03:05.556036,6,Bachelor,4,8400.0,58,44,3,3,100,10,64,1,1.45,False,2024-12-31,45.27525295832619,Needs Improvement,['Lower productivity relative to workload'],"{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.'], 'strengths': ['Strong quality of work', 'Good attendance consistency']}","['Strong quality of work', 'Good attendance consistency']"
10981,HR,Female,51,Developer,2018-03-11 08:03:05.556036,6,Bachelor,2,6000.0,45,18,17,11,50,11,58,1,1.94,False,2024-12-31,20.59889376311272,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
56300,IT,Male,31,Manager,2021-12-08 08:03:05.556036,2,High School,2,7200.0,39,35,24,0,25,7,65,0,3.48,False,2024-12-31,42.016806722689076,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
61549,IT,Female,37,Engineer,2021-03-25 08:03:05.556036,3,Bachelor,2,7200.0,45,27,2,6,25,9,16,1,3.57,False,2024-12-31,35.93611357586513,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
88401,Operations,Male,49,Engineer,2023-06-09 08:03:05.556036,1,Bachelor,4,8400.0,55,4,3,13,0,14,54,2,1.85,False,2024-12-31,4.334477153693336,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
44324,Sales,Male,47,Manager,2014-10-06 08:03:05.556036,9,High School,4,8400.0,54,3,24,12,25,17,3,1,1.55,False,2024-12-31,2.782931354359926,Needs Improvement,"['Lower productivity relative to workload', 'High number of sick days affecting consistency', 'Limited recent training or development activity']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'High number of sick days affecting consistency', 'Limited recent training or development activity'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.', 'Consider completing relevant training to strengthen skills and performance.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
55208,Marketing,Male,38,Engineer,2022-03-24 08:03:05.556036,2,High School,4,8400.0,31,9,15,6,25,9,3,1,1.67,False,2024-12-31,14.312218393851046,Needs Improvement,"['Lower productivity relative to workload', 'Limited recent training or development activity']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Limited recent training or development activity'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Consider completing relevant training to strengthen skills and performance.'], 'strengths': ['Strong quality of work']}",['Strong quality of work']
53528,Legal,Male,31,Specialist,2019-06-05 08:03:05.556036,5,Bachelor,2,5400.0,56,32,6,13,50,7,18,2,3.19,True,2024-12-31,33.20650294015911,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level', 'High number of sick days affecting consistency'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.', 'Discuss workload balance or wellbeing support with your manager to improve consistency.'], 'strengths': ['Maintaining baseline performance']}",['Maintaining baseline performance']
26971,Customer Support,Male,37,Analyst,2016-03-25 08:03:05.556036,8,Bachelor,2,4800.0,44,25,12,0,100,19,68,1,3.44,False,2024-12-31,30.612244897959183,Needs Improvement,"['Lower productivity relative to workload', 'Quality score below expected level']","{'status': 'Needs Improvement', 'summary': ""Your performance for the selected period is classified as 'Needs Improvement'."", 'drivers': ['Lower productivity relative to workload', 'Quality score below expected level'], 'recommended_actions': ['Review workload planning and focus on prioritising high-impact tasks.', 'Focus on accuracy and seek feedback or refresher training to improve quality.'], 'strengths': ['Good attendance consistency']}",['Good attendance consistency']
